date,canton,cases,sequenced,b117
2020-11-01,AG,110,0,0
2020-11-01,AI,3,0,0
2020-11-01,AR,14,0,0
2020-11-01,BE,299,0,0
2020-11-01,BL,59,0,0
2020-11-01,BS,51,0,0
2020-11-01,FL,22,0,0
2020-11-01,FR,337,0,0
2020-11-01,GE,370,0,0
2020-11-01,GL,6,0,0
2020-11-01,GR,37,0,0
2020-11-01,JU,94,0,0
2020-11-01,LU,74,0,0
2020-11-01,NE,133,0,0
2020-11-01,NW,8,0,0
2020-11-01,OW,3,0,0
2020-11-01,SG,95,0,0
2020-11-01,SH,16,0,0
2020-11-01,SO,78,0,0
2020-11-01,SZ,49,0,0
2020-11-01,TG,41,0,0
2020-11-01,TI,166,0,0
2020-11-01,UR,14,0,0
2020-11-01,VD,830,0,0
2020-11-01,VS,321,0,0
2020-11-01,ZG,38,0,0
2020-11-01,ZH,380,0,0
2020-11-02,AG,490,14,0
2020-11-02,AI,14,0,0
2020-11-02,AR,40,0,0
2020-11-02,BE,1013,33,0
2020-11-02,BL,177,20,0
2020-11-02,BS,110,1,0
2020-11-02,FL,45,0,0
2020-11-02,FR,866,0,0
2020-11-02,GE,1302,7,0
2020-11-02,GL,39,0,0
2020-11-02,GR,125,2,0
2020-11-02,JU,157,0,0
2020-11-02,LU,289,2,0
2020-11-02,NE,380,0,0
2020-11-02,NW,19,0,0
2020-11-02,OW,38,0,0
2020-11-02,SG,696,0,0
2020-11-02,SH,45,0,0
2020-11-02,SO,203,13,0
2020-11-02,SZ,151,2,0
2020-11-02,TG,241,0,0
2020-11-02,TI,502,3,0
2020-11-02,UR,25,0,0
2020-11-02,VD,1617,12,0
2020-11-02,VS,850,7,0
2020-11-02,ZG,62,0,0
2020-11-02,ZH,1060,9,0
2020-11-03,AG,426,2,0
2020-11-03,AI,22,0,0
2020-11-03,AR,64,0,0
2020-11-03,BE,835,5,0
2020-11-03,BL,137,12,0
2020-11-03,BS,104,0,0
2020-11-03,FL,35,0,0
2020-11-03,FR,825,0,0
2020-11-03,GE,1445,3,0
2020-11-03,GL,22,0,0
2020-11-03,GR,144,3,0
2020-11-03,JU,119,4,0
2020-11-03,LU,292,2,0
2020-11-03,NE,382,14,0
2020-11-03,NW,30,0,0
2020-11-03,OW,15,0,0
2020-11-03,SG,516,1,0
2020-11-03,SH,47,0,0
2020-11-03,SO,165,0,0
2020-11-03,SZ,84,0,0
2020-11-03,TG,203,1,0
2020-11-03,TI,389,1,0
2020-11-03,UR,18,0,0
2020-11-03,VD,1400,5,0
2020-11-03,VS,683,4,0
2020-11-03,ZG,71,0,0
2020-11-03,ZH,1154,7,0
2020-11-04,AG,415,15,0
2020-11-04,AI,9,0,0
2020-11-04,AR,36,0,0
2020-11-04,BE,777,13,0
2020-11-04,BL,131,39,0
2020-11-04,BS,98,3,0
2020-11-04,FL,39,0,0
2020-11-04,FR,699,0,0
2020-11-04,GE,1168,4,0
2020-11-04,GL,20,0,0
2020-11-04,GR,105,1,0
2020-11-04,JU,100,2,0
2020-11-04,LU,290,3,0
2020-11-04,NE,347,14,0
2020-11-04,NW,42,0,0
2020-11-04,OW,24,0,0
2020-11-04,SG,458,5,0
2020-11-04,SH,46,7,0
2020-11-04,SO,168,23,0
2020-11-04,SZ,103,3,0
2020-11-04,TG,168,0,0
2020-11-04,TI,355,5,0
2020-11-04,UR,15,0,0
2020-11-04,VD,1398,3,0
2020-11-04,VS,540,0,0
2020-11-04,ZG,76,0,0
2020-11-04,ZH,1119,15,0
2020-11-05,AG,428,0,0
2020-11-05,AI,8,0,0
2020-11-05,AR,35,0,0
2020-11-05,BE,640,0,0
2020-11-05,BL,103,0,0
2020-11-05,BS,91,1,0
2020-11-05,FL,39,0,0
2020-11-05,FR,688,0,0
2020-11-05,GE,1043,0,0
2020-11-05,GL,18,0,0
2020-11-05,GR,99,0,0
2020-11-05,JU,86,0,0
2020-11-05,LU,281,0,0
2020-11-05,NE,296,0,0
2020-11-05,NW,26,0,0
2020-11-05,OW,20,0,0
2020-11-05,SG,322,0,0
2020-11-05,SH,43,0,0
2020-11-05,SO,190,0,0
2020-11-05,SZ,71,0,0
2020-11-05,TG,170,0,0
2020-11-05,TI,327,0,0
2020-11-05,UR,12,0,0
2020-11-05,VD,1267,0,0
2020-11-05,VS,544,0,0
2020-11-05,ZG,61,0,0
2020-11-05,ZH,957,0,0
2020-11-06,AG,389,4,0
2020-11-06,AI,12,0,0
2020-11-06,AR,25,0,0
2020-11-06,BE,622,14,0
2020-11-06,BL,103,20,0
2020-11-06,BS,86,0,0
2020-11-06,FL,22,0,0
2020-11-06,FR,565,1,0
2020-11-06,GE,1035,10,0
2020-11-06,GL,19,0,0
2020-11-06,GR,80,0,0
2020-11-06,JU,69,0,0
2020-11-06,LU,237,0,0
2020-11-06,NE,263,0,0
2020-11-06,NW,28,0,0
2020-11-06,OW,12,0,0
2020-11-06,SG,465,0,0
2020-11-06,SH,41,4,0
2020-11-06,SO,125,19,0
2020-11-06,SZ,51,0,0
2020-11-06,TG,150,0,0
2020-11-06,TI,363,0,0
2020-11-06,UR,18,0,0
2020-11-06,VD,1181,14,0
2020-11-06,VS,458,3,0
2020-11-06,ZG,48,0,0
2020-11-06,ZH,932,10,0
2020-11-07,AG,168,3,0
2020-11-07,AI,3,0,0
2020-11-07,AR,6,0,0
2020-11-07,BE,367,42,0
2020-11-07,BL,50,22,0
2020-11-07,BS,48,3,0
2020-11-07,FL,15,0,0
2020-11-07,FR,398,0,0
2020-11-07,GE,495,5,0
2020-11-07,GL,7,0,0
2020-11-07,GR,55,3,0
2020-11-07,JU,59,0,0
2020-11-07,LU,148,0,0
2020-11-07,NE,132,20,0
2020-11-07,NW,15,0,0
2020-11-07,OW,19,0,0
2020-11-07,SG,131,0,0
2020-11-07,SH,31,0,0
2020-11-07,SO,81,15,0
2020-11-07,SZ,19,0,0
2020-11-07,TG,65,0,0
2020-11-07,TI,161,0,0
2020-11-07,UR,8,0,0
2020-11-07,VD,847,9,0
2020-11-07,VS,266,5,0
2020-11-07,ZG,50,0,0
2020-11-07,ZH,560,23,0
2020-11-08,AG,106,2,0
2020-11-08,AR,5,0,0
2020-11-08,BE,217,22,0
2020-11-08,BL,55,20,0
2020-11-08,BS,52,1,0
2020-11-08,FL,22,0,0
2020-11-08,FR,307,0,0
2020-11-08,GE,320,1,0
2020-11-08,GL,2,0,0
2020-11-08,GR,42,3,0
2020-11-08,JU,43,0,0
2020-11-08,LU,29,0,0
2020-11-08,NE,118,32,0
2020-11-08,NW,4,0,0
2020-11-08,OW,2,0,0
2020-11-08,SG,76,0,0
2020-11-08,SH,18,0,0
2020-11-08,SO,71,27,0
2020-11-08,SZ,11,5,0
2020-11-08,TG,29,0,0
2020-11-08,TI,124,0,0
2020-11-08,UR,3,0,0
2020-11-08,VD,745,0,0
2020-11-08,VS,191,0,0
2020-11-08,ZG,37,0,0
2020-11-08,ZH,372,20,0
2020-11-09,AG,469,13,0
2020-11-09,AI,14,0,0
2020-11-09,AR,80,0,0
2020-11-09,BE,738,21,4
2020-11-09,BL,161,20,0
2020-11-09,BS,122,3,0
2020-11-09,FL,49,0,0
2020-11-09,FR,605,4,1
2020-11-09,GE,1074,6,0
2020-11-09,GL,49,0,0
2020-11-09,GR,165,5,0
2020-11-09,JU,94,0,0
2020-11-09,LU,280,6,0
2020-11-09,NE,266,25,3
2020-11-09,NW,21,0,0
2020-11-09,OW,31,1,0
2020-11-09,SG,607,0,0
2020-11-09,SH,56,23,0
2020-11-09,SO,170,21,0
2020-11-09,SZ,93,1,0
2020-11-09,TG,216,0,0
2020-11-09,TI,495,0,0
2020-11-09,UR,14,0,0
2020-11-09,VD,1369,7,0
2020-11-09,VS,554,4,0
2020-11-09,ZG,58,0,0
2020-11-09,ZH,882,8,3
2020-11-10,AG,319,1,0
2020-11-10,AI,13,0,0
2020-11-10,AR,27,0,0
2020-11-10,BE,612,28,0
2020-11-10,BL,144,13,0
2020-11-10,BS,125,3,0
2020-11-10,FL,35,0,0
2020-11-10,FR,609,0,0
2020-11-10,GE,942,2,0
2020-11-10,GL,17,0,0
2020-11-10,GR,92,0,0
2020-11-10,JU,66,0,0
2020-11-10,LU,227,0,0
2020-11-10,NE,225,0,0
2020-11-10,NW,14,0,0
2020-11-10,OW,30,0,0
2020-11-10,SG,413,0,0
2020-11-10,SH,35,0,0
2020-11-10,SO,142,0,0
2020-11-10,SZ,71,0,0
2020-11-10,TG,151,1,0
2020-11-10,TI,399,4,0
2020-11-10,UR,12,0,0
2020-11-10,VD,1308,2,0
2020-11-10,VS,426,0,0
2020-11-10,ZG,44,0,0
2020-11-10,ZH,924,2,0
2020-11-11,AG,339,0,0
2020-11-11,AI,5,0,0
2020-11-11,AR,28,0,0
2020-11-11,BE,527,0,0
2020-11-11,BL,133,0,0
2020-11-11,BS,109,0,0
2020-11-11,FL,23,0,0
2020-11-11,FR,443,0,0
2020-11-11,GE,768,1,0
2020-11-11,GL,19,0,0
2020-11-11,GR,74,0,0
2020-11-11,JU,55,0,0
2020-11-11,LU,255,0,0
2020-11-11,NE,204,0,0
2020-11-11,NW,13,0,0
2020-11-11,OW,32,0,0
2020-11-11,SG,355,0,0
2020-11-11,SH,45,0,0
2020-11-11,SO,151,0,0
2020-11-11,SZ,56,0,0
2020-11-11,TG,136,0,0
2020-11-11,TI,310,0,0
2020-11-11,UR,15,0,0
2020-11-11,VD,1018,0,0
2020-11-11,VS,343,0,0
2020-11-11,ZG,67,0,0
2020-11-11,ZH,853,0,0
2020-11-12,AG,353,3,0
2020-11-12,AI,7,0,0
2020-11-12,AR,23,0,0
2020-11-12,BE,533,9,3
2020-11-12,BL,140,33,0
2020-11-12,BS,156,9,0
2020-11-12,FL,21,0,0
2020-11-12,FR,393,1,0
2020-11-12,GE,689,2,0
2020-11-12,GL,8,0,0
2020-11-12,GR,88,0,0
2020-11-12,JU,54,0,0
2020-11-12,LU,172,0,0
2020-11-12,NE,177,2,0
2020-11-12,NW,19,0,0
2020-11-12,OW,26,1,0
2020-11-12,SG,320,0,0
2020-11-12,SH,50,10,0
2020-11-12,SO,124,23,0
2020-11-12,SZ,61,4,0
2020-11-12,TG,105,0,0
2020-11-12,TI,350,0,0
2020-11-12,UR,13,0,0
2020-11-12,VD,954,2,0
2020-11-12,VS,318,3,0
2020-11-12,ZG,76,0,0
2020-11-12,ZH,753,7,0
2020-11-13,AG,297,4,0
2020-11-13,AI,10,0,0
2020-11-13,AR,23,0,0
2020-11-13,BE,494,9,0
2020-11-13,BL,117,6,0
2020-11-13,BS,138,4,0
2020-11-13,FL,25,0,0
2020-11-13,FR,386,0,0
2020-11-13,GE,607,0,0
2020-11-13,GL,23,0,0
2020-11-13,GR,91,1,0
2020-11-13,JU,55,0,0
2020-11-13,LU,211,1,0
2020-11-13,NE,205,8,0
2020-11-13,NW,16,0,0
2020-11-13,OW,19,1,0
2020-11-13,SG,342,2,0
2020-11-13,SH,31,0,0
2020-11-13,SO,105,15,0
2020-11-13,SZ,56,0,0
2020-11-13,TG,117,1,0
2020-11-13,TI,308,0,0
2020-11-13,UR,46,0,0
2020-11-13,VD,870,0,0
2020-11-13,VS,303,1,0
2020-11-13,ZG,51,0,0
2020-11-13,ZH,758,5,0
2020-11-14,AG,141,2,0
2020-11-14,AI,3,0,0
2020-11-14,AR,11,0,0
2020-11-14,BE,320,2,0
2020-11-14,BL,82,1,0
2020-11-14,BS,73,2,0
2020-11-14,FL,18,0,0
2020-11-14,FR,215,0,0
2020-11-14,GE,283,0,0
2020-11-14,GR,36,0,0
2020-11-14,JU,26,0,0
2020-11-14,LU,129,0,0
2020-11-14,NE,106,0,0
2020-11-14,NW,12,0,0
2020-11-14,OW,23,0,0
2020-11-14,SG,113,0,0
2020-11-14,SH,21,0,0
2020-11-14,SO,47,9,0
2020-11-14,SZ,25,0,0
2020-11-14,TG,55,0,0
2020-11-14,TI,127,0,0
2020-11-14,UR,18,0,0
2020-11-14,VD,641,1,0
2020-11-14,VS,180,2,0
2020-11-14,ZG,40,0,0
2020-11-14,ZH,476,1,0
2020-11-15,AG,142,12,0
2020-11-15,AI,1,0,0
2020-11-15,AR,7,0,0
2020-11-15,BE,195,8,0
2020-11-15,BL,72,2,0
2020-11-15,BS,76,6,0
2020-11-15,FL,11,0,0
2020-11-15,FR,141,0,0
2020-11-15,GE,199,0,0
2020-11-15,GR,41,0,0
2020-11-15,JU,15,0,0
2020-11-15,LU,57,0,0
2020-11-15,NE,70,24,0
2020-11-15,NW,15,0,0
2020-11-15,OW,2,0,0
2020-11-15,SG,77,0,0
2020-11-15,SH,25,0,0
2020-11-15,SO,61,5,0
2020-11-15,SZ,21,4,0
2020-11-15,TG,36,0,0
2020-11-15,TI,133,0,0
2020-11-15,UR,10,0,0
2020-11-15,VD,382,1,0
2020-11-15,VS,119,0,0
2020-11-15,ZG,34,0,0
2020-11-15,ZH,383,11,0
2020-11-16,AG,401,6,0
2020-11-16,AI,9,0,0
2020-11-16,AR,61,0,0
2020-11-16,BE,597,13,0
2020-11-16,BL,187,3,0
2020-11-16,BS,170,0,0
2020-11-16,FL,26,0,0
2020-11-16,FR,327,0,0
2020-11-16,GE,575,0,0
2020-11-16,GL,21,0,0
2020-11-16,GR,132,1,0
2020-11-16,JU,62,0,0
2020-11-16,LU,278,4,0
2020-11-16,NE,190,0,0
2020-11-16,NW,10,0,0
2020-11-16,OW,36,1,0
2020-11-16,SG,533,0,0
2020-11-16,SH,54,20,0
2020-11-16,SO,184,21,0
2020-11-16,SZ,93,1,0
2020-11-16,TG,187,2,0
2020-11-16,TI,358,6,0
2020-11-16,UR,32,0,0
2020-11-16,VD,805,1,0
2020-11-16,VS,323,1,0
2020-11-16,ZG,66,0,0
2020-11-16,ZH,891,26,0
2020-11-17,AG,367,5,0
2020-11-17,AI,3,0,0
2020-11-17,AR,31,0,0
2020-11-17,BE,502,13,0
2020-11-17,BL,162,21,0
2020-11-17,BS,121,0,0
2020-11-17,FL,35,0,0
2020-11-17,FR,268,0,0
2020-11-17,GE,443,2,0
2020-11-17,GL,16,0,0
2020-11-17,GR,108,1,0
2020-11-17,JU,35,0,0
2020-11-17,LU,223,0,0
2020-11-17,NE,177,4,0
2020-11-17,NW,10,0,0
2020-11-17,OW,13,0,0
2020-11-17,SG,403,0,0
2020-11-17,SH,52,3,0
2020-11-17,SO,136,8,0
2020-11-17,SZ,58,1,0
2020-11-17,TG,128,0,0
2020-11-17,TI,248,1,0
2020-11-17,UR,22,0,0
2020-11-17,VD,670,5,0
2020-11-17,VS,282,1,0
2020-11-17,ZG,70,0,0
2020-11-17,ZH,868,1,0
2020-11-18,AG,377,0,0
2020-11-18,AI,6,0,0
2020-11-18,AR,27,0,0
2020-11-18,BE,445,5,0
2020-11-18,BL,169,2,0
2020-11-18,BS,108,0,0
2020-11-18,FL,19,0,0
2020-11-18,FR,227,1,0
2020-11-18,GE,369,1,0
2020-11-18,GL,12,0,0
2020-11-18,GR,103,4,0
2020-11-18,JU,38,0,0
2020-11-18,LU,190,0,0
2020-11-18,NE,124,5,0
2020-11-18,NW,10,0,0
2020-11-18,OW,33,0,0
2020-11-18,SG,333,0,0
2020-11-18,SH,52,2,0
2020-11-18,SO,138,2,0
2020-11-18,SZ,64,2,0
2020-11-18,TG,132,0,0
2020-11-18,TI,246,1,0
2020-11-18,UR,5,0,0
2020-11-18,VD,572,2,0
2020-11-18,VS,213,1,0
2020-11-18,ZG,65,0,0
2020-11-18,ZH,800,5,0
2020-11-19,AG,313,9,0
2020-11-19,AI,7,0,0
2020-11-19,AR,22,0,0
2020-11-19,BE,490,9,0
2020-11-19,BL,123,6,0
2020-11-19,BS,93,2,0
2020-11-19,FL,19,0,0
2020-11-19,FR,164,0,0
2020-11-19,GE,347,0,0
2020-11-19,GL,11,0,0
2020-11-19,GR,94,1,0
2020-11-19,JU,48,0,0
2020-11-19,LU,191,0,0
2020-11-19,NE,97,0,0
2020-11-19,NW,14,1,0
2020-11-19,OW,23,0,0
2020-11-19,SG,301,1,0
2020-11-19,SH,42,0,0
2020-11-19,SO,107,18,0
2020-11-19,SZ,64,0,0
2020-11-19,TG,124,0,0
2020-11-19,TI,250,3,0
2020-11-19,UR,37,0,0
2020-11-19,VD,540,0,0
2020-11-19,VS,195,0,0
2020-11-19,ZG,45,0,0
2020-11-19,ZH,751,7,0
2020-11-20,AG,379,10,0
2020-11-20,AI,4,0,0
2020-11-20,AR,25,0,0
2020-11-20,BE,403,13,0
2020-11-20,BL,136,9,0
2020-11-20,BS,98,2,0
2020-11-20,FL,16,0,0
2020-11-20,FR,183,0,0
2020-11-20,GE,265,0,0
2020-11-20,GL,9,0,0
2020-11-20,GR,101,1,0
2020-11-20,JU,31,1,0
2020-11-20,LU,251,4,0
2020-11-20,NE,96,4,0
2020-11-20,NW,17,0,0
2020-11-20,OW,19,1,0
2020-11-20,SG,344,0,0
2020-11-20,SH,46,0,0
2020-11-20,SO,89,12,0
2020-11-20,SZ,55,3,0
2020-11-20,TG,111,0,0
2020-11-20,TI,282,0,0
2020-11-20,UR,9,0,0
2020-11-20,VD,464,0,0
2020-11-20,VS,151,0,0
2020-11-20,ZG,61,0,0
2020-11-20,ZH,693,3,0
2020-11-21,AG,183,15,0
2020-11-21,AI,4,0,0
2020-11-21,AR,6,0,0
2020-11-21,BE,275,10,0
2020-11-21,BL,98,23,0
2020-11-21,BS,83,10,0
2020-11-21,FL,14,0,0
2020-11-21,FR,104,1,0
2020-11-21,GE,165,0,0
2020-11-21,GL,9,0,0
2020-11-21,GR,56,3,0
2020-11-21,JU,22,0,0
2020-11-21,LU,34,1,0
2020-11-21,NE,61,5,0
2020-11-21,NW,7,0,0
2020-11-21,OW,7,0,0
2020-11-21,SG,111,3,0
2020-11-21,SH,23,0,0
2020-11-21,SO,66,17,0
2020-11-21,SZ,29,6,0
2020-11-21,TG,57,1,0
2020-11-21,TI,149,0,0
2020-11-21,UR,13,0,0
2020-11-21,VD,371,0,0
2020-11-21,VS,119,1,0
2020-11-21,ZG,50,0,0
2020-11-21,ZH,469,9,0
2020-11-22,AG,116,2,0
2020-11-22,AI,1,0,0
2020-11-22,AR,4,0,0
2020-11-22,BE,197,0,0
2020-11-22,BL,67,13,0
2020-11-22,BS,47,0,0
2020-11-22,FL,31,0,0
2020-11-22,FR,84,0,0
2020-11-22,GE,109,0,0
2020-11-22,GL,5,0,0
2020-11-22,GR,35,0,0
2020-11-22,JU,13,0,0
2020-11-22,LU,73,0,0
2020-11-22,NE,44,6,0
2020-11-22,NW,6,0,0
2020-11-22,OW,8,0,0
2020-11-22,SG,60,1,0
2020-11-22,SH,15,5,0
2020-11-22,SO,81,2,0
2020-11-22,SZ,22,0,0
2020-11-22,TG,46,0,0
2020-11-22,TI,122,0,0
2020-11-22,UR,13,0,0
2020-11-22,VD,257,0,0
2020-11-22,VS,94,0,0
2020-11-22,ZG,26,0,0
2020-11-22,ZH,326,29,0
2020-11-23,AG,462,1,0
2020-11-23,AI,6,0,0
2020-11-23,AR,59,0,0
2020-11-23,BE,610,6,0
2020-11-23,BL,185,7,0
2020-11-23,BS,124,2,0
2020-11-23,FL,28,0,0
2020-11-23,FR,190,0,0
2020-11-23,GE,305,0,0
2020-11-23,GL,30,0,0
2020-11-23,GR,151,0,0
2020-11-23,JU,32,0,0
2020-11-23,LU,186,0,0
2020-11-23,NE,122,0,0
2020-11-23,NW,5,0,0
2020-11-23,OW,30,0,0
2020-11-23,SG,491,4,0
2020-11-23,SH,47,8,0
2020-11-23,SO,171,0,0
2020-11-23,SZ,87,0,0
2020-11-23,TG,188,0,0
2020-11-23,TI,320,0,0
2020-11-23,UR,17,0,0
2020-11-23,VD,544,3,0
2020-11-23,VS,220,1,0
2020-11-23,ZG,49,0,0
2020-11-23,ZH,803,5,0
2020-11-24,AG,395,1,0
2020-11-24,AI,2,0,0
2020-11-24,AR,37,0,0
2020-11-24,BE,460,4,0
2020-11-24,BL,150,1,0
2020-11-24,BS,124,0,0
2020-11-24,FL,22,0,0
2020-11-24,FR,134,1,0
2020-11-24,GE,340,0,0
2020-11-24,GL,14,0,0
2020-11-24,GR,96,1,0
2020-11-24,JU,33,0,0
2020-11-24,LU,201,2,0
2020-11-24,NE,85,0,0
2020-11-24,NW,16,0,0
2020-11-24,OW,22,0,0
2020-11-24,SG,352,1,0
2020-11-24,SH,52,2,0
2020-11-24,SO,136,0,0
2020-11-24,SZ,72,0,0
2020-11-24,TG,157,1,0
2020-11-24,TI,197,3,0
2020-11-24,UR,11,1,0
2020-11-24,VD,366,0,0
2020-11-24,VS,165,8,0
2020-11-24,ZG,57,0,0
2020-11-24,ZH,759,1,0
2020-11-25,AG,339,20,0
2020-11-25,AI,8,0,0
2020-11-25,AR,20,0,0
2020-11-25,BE,463,2,0
2020-11-25,BL,176,31,0
2020-11-25,BS,117,3,0
2020-11-25,FL,30,0,0
2020-11-25,FR,140,0,0
2020-11-25,GE,204,0,0
2020-11-25,GL,13,0,0
2020-11-25,GR,88,1,0
2020-11-25,JU,46,0,0
2020-11-25,LU,197,2,0
2020-11-25,NE,117,0,0
2020-11-25,NW,18,0,0
2020-11-25,OW,22,0,0
2020-11-25,SG,332,0,0
2020-11-25,SH,41,0,0
2020-11-25,SO,134,21,0
2020-11-25,SZ,60,3,0
2020-11-25,TG,121,0,0
2020-11-25,TI,219,0,0
2020-11-25,UR,9,0,0
2020-11-25,VD,424,0,0
2020-11-25,VS,145,3,0
2020-11-25,ZG,58,0,0
2020-11-25,ZH,791,7,0
2020-11-26,AG,338,22,0
2020-11-26,AI,5,0,0
2020-11-26,AR,28,0,0
2020-11-26,BE,435,10,0
2020-11-26,BL,149,5,0
2020-11-26,BS,101,2,0
2020-11-26,FL,17,0,0
2020-11-26,FR,110,0,0
2020-11-26,GE,226,0,0
2020-11-26,GL,8,0,0
2020-11-26,GR,91,0,0
2020-11-26,JU,42,0,0
2020-11-26,LU,157,5,0
2020-11-26,NE,80,0,0
2020-11-26,NW,6,0,0
2020-11-26,OW,8,0,0
2020-11-26,SG,236,1,0
2020-11-26,SH,46,10,0
2020-11-26,SO,125,6,0
2020-11-26,SZ,52,0,0
2020-11-26,TG,128,1,0
2020-11-26,TI,277,0,0
2020-11-26,UR,17,0,0
2020-11-26,VD,404,5,0
2020-11-26,VS,142,4,0
2020-11-26,ZG,50,0,0
2020-11-26,ZH,692,8,0
2020-11-27,AG,326,4,0
2020-11-27,AI,5,0,0
2020-11-27,AR,34,0,0
